[2026-04-24 09:33:37.846] [info]  [Main] [Main] +++ Starting +++
[2026-04-24 09:33:40.372] [info]  [AppComponent] [ngOnInit] +++ Started Dopamine 3.0.4 +++
[2026-04-24 09:33:40.449] [info]  [DatabaseMigrator] [migrateAsync] Database is too old (v0). Applying migrations.
[2026-04-24 09:33:40.452] [info]  [DatabaseMigrator] [getMigrationsAsync] Found migrations: Migration1,Migration2,Migration3,Migration4,Migration5,Migration6,Migration7,Migration8,Migration9
[2026-04-24 09:33:40.453] [info]  [DatabaseMigrator] [migrateAsync] Applying migration
[2026-04-24 09:33:40.498] [info]  [DatabaseMigrator] [migrateAsync] Migration Migration1 success
[2026-04-24 09:33:40.499] [info]  [DatabaseMigrator] [migrateAsync] Applying migration
[2026-04-24 09:33:40.531] [info]  [DatabaseMigrator] [migrateAsync] Migration Migration2 success
[2026-04-24 09:33:40.532] [info]  [DatabaseMigrator] [migrateAsync] Applying migration
[2026-04-24 09:33:40.565] [info]  [DatabaseMigrator] [migrateAsync] Migration Migration3 success
[2026-04-24 09:33:40.566] [info]  [DatabaseMigrator] [migrateAsync] Applying migration
[2026-04-24 09:33:40.599] [info]  [DatabaseMigrator] [migrateAsync] Migration Migration4 success
[2026-04-24 09:33:40.600] [info]  [DatabaseMigrator] [migrateAsync] Applying migration
[2026-04-24 09:33:40.633] [info]  [DatabaseMigrator] [migrateAsync] Migration Migration5 success
[2026-04-24 09:33:40.634] [info]  [DatabaseMigrator] [migrateAsync] Applying migration
[2026-04-24 09:33:40.666] [info]  [DatabaseMigrator] [migrateAsync] Migration Migration6 success
[2026-04-24 09:33:40.668] [info]  [DatabaseMigrator] [migrateAsync] Applying migration
[2026-04-24 09:33:40.700] [info]  [DatabaseMigrator] [migrateAsync] Migration Migration7 success
[2026-04-24 09:33:40.702] [info]  [DatabaseMigrator] [migrateAsync] Applying migration
[2026-04-24 09:33:40.733] [info]  [DatabaseMigrator] [migrateAsync] Migration Migration8 success
[2026-04-24 09:33:40.735] [info]  [DatabaseMigrator] [migrateAsync] Applying migration
[2026-04-24 09:33:40.765] [info]  [DatabaseMigrator] [migrateAsync] Migration Migration9 success
[2026-04-24 09:33:40.831] [warn]  [DiscordApi] [clearPresence] Discord client is not ready. Cannot clear presence.
[2026-04-24 09:33:40.835] [info]  [AppearanceService] [applyTheme] Applied theme name=Dopamine' and theme classes='default-theme-dark'
[2026-04-24 09:33:54.302] [info]  [QueuePersister] [save] Saving queue
